id,artist_id,release_id,artist_mbtags,artist_mbtags_count,bars_confidence,bars_start,beats_confidence,beats_start,duration,end_of_fade_in,hotttnesss,key,key_confidence,loudness,mode,mode_confidence,start_of_fade_out,tatums_confidence,tatums_start,tempo,time_signature,time_signature_confidence,title,year
SOKHSHK12AB017BBDC,ARO5T1P1187B9AC680,326964,0,1,0.854,1.12689,0.596,0.21076,111.15057,2.978,0.460541281,7,0.462,-23.367,1,0.329,111.151,0.155,0.21076,65.896,4,0.43,0,0
SOGQNAM12A6D4F895E,AR0DQEE1187B9A22DC,46475,0,1,0.339,0.69014,0.509,0.31657,222.14485,0.455,-1,5,0.298,-9.162,1,0.386,213.177,0.387,0.12468,161.986,4,0.036,0,0
SOGKLVR12A6BD550C7,ARV21JS1187B99E516,72563,0,0,0.021,0.09652,0.021,0.09652,132.98893,0.189,-1,4,0.552,-17.399,0,0.504,129.318,0.021,0.09652,122.786,1,0.489,0,0
SOEYQZU12AB018DDB3,ARWNTXK11EBCD7BBFB,680677,0,0,0.222,0.19072,0,0.19072,213.99465,0.148,-1,5,1,-6.523,1,0.844,207.209,0.922,0.19072,160.046,3,0.653,0,0
SOXPCVS12A8AE4892F,ARRKDGI122988FCC3C,378032,0,0,0.179,1.65918,0.836,0.68285,140.19873,0.63,-1,8,0.038,-15.933,1,0.411,126.404,0.593,0.68285,66.064,4,0,0,0
SOOMUYV12A8C1409D7,ARMB95F1187B9B5B93,119730,0,1,0.732,4.50368,0.003,0.42282,174.88934,0,-1,2,0.626,-5.797,1,0.335,163.161,0.517,0.0498,101.883,4,1,0,2006
SOFVEWB12AC4689917,ARAPH9U1187B9B34F0,597520,0,1,0.567,0.70451,0.568,0.70451,228.75383,0.528,-1,11,0.979,-11.366,1,0.812,218.639,0.28,0.70451,99.141,4,0.313,0,0
SOXDYYS12AB0180A12,ARVFGPJ1187B9A2477,543041,0,1,0.052,0.57109,0.703,0.0726,194.21995,0,-1,4,0.411,-4.991,0,0.334,187.339,1,0.0726,120.014,3,0.461,0,0
SOLSCUE12AB017D8AC,AR99OWM11C8A4149FD,630620,0,0,0.601,1.03431,0.232,0.45073,199.96689,0,-1,11,0.949,-9.132,1,0.738,189.852,0.545,0.15459,105.157,4,0.889,0,0
SOZJZQG12AB01828BD,ARZEHMQ1187B9950C0,518183,0,0,0.32,0.09784,0.744,0.09784,282.85342,0.34,0.249065795,4,0.1,-13.615,1,0.357,278.616,0.633,0.09784,101.767,3,0.931,0,0
SOLZTDM12AB01865A7,ARL0H401187B98B0E1,762263,0,0,0.029,1.25776,0.629,0.6324,242.25914,0.125,-1,11,0.225,-6.355,0,0.335,238.602,0.668,0.16221,96.037,4,1,0,2001
SOSWLCT12A58A79466,ARXW6QA1187B9983C0,423439,0,0,0.24,0.67258,0.509,0.67258,382.14485,0.276,0.428702263,3,0.796,-6.291,1,0.672,350.122,0.421,0.33191,88.05,3,1,0,2002
SOTLJUL12AF72A198D,ARYF20K1187B9B76BD,591026,0,0,0.211,1.25649,0.134,0.17873,215.7971,0,-1,6,0.317,-14.401,0,0.371,212.817,0,0.17873,113.131,3,0.64,0,2006
SOLHRRP12A6D4F4A3B,ARCU3AN1187B989EA0,27864,0,0,0.224,0.6953,0.769,0.15759,178.65098,0.328,0.550326336,10,0.512,-16.858,1,0.583,171.375,0.821,0.15759,111.504,4,0.552,0,0
SOEDYLR12A8C1385E3,AR1PQYO1187B98BEC9,702269,0,0,0.378,0.90252,0.851,0.248,140.32934,5.66,-1,0,0.28,-13.075,1,0.381,134.798,0.105,0.08778,93.753,4,0.164,0,0
SOEEWVH12A58A78C98,AR78ZID1187B9B31ED,246071,0,1,0.197,0.62233,0.714,0.27804,309.83791,0.351,0.536115092,1,0.857,-7.325,0,0.66,297.215,0,0.10589,144.144,4,0.443,0,1981
SOWCGPY12AB018F709,ARSX6IX1187B9B640C,592093,0,1,0.996,1.56263,0.996,1.56263,88.00608,0,0.522556139,0,0.54,-13.717,1,0.594,81.351,0,1.07163,58.393,1,0,0,0
SONWUQM12AB01821AB,ARRBF3M1187FB4D59F,646431,0,1,0.265,0.04483,0.546,0.04483,297.53424,0.496,0.507269252,6,0.738,-5.157,1,0.625,283.527,0.82,0.04483,122.924,4,0.747,0,2009
SOWPUQN12A6D4F8821,ARQ91R31187FB38A88,53595,0,0,0.867,0.53851,0.867,0.53851,158.71955,0.456,0.378686389,9,1,-11.145,1,1,145.119,0.543,0.53851,65.93,1,0,0,1995
SOKNKAU12A58A7A70B,ARN1J741187B99EFB9,473726,0,0,0.041,0.21288,0.857,0.21288,189.962,0.485,0,3,0.58,-8.165,1,0.439,183.722,0.911,0.04482,185.623,4,0,0,2009
SORNNLK12A8C1351A6,ARFPVJN11F50C482EC,87757,0,0,0.068,1.10339,1,0.11051,174.34077,0.067,0.202283082,7,0.001,-6.309,1,0.343,141.996,0.63,0.11051,120.005,4,0.557,0,0
SOUYILL12A8C139933,ARCII0J1187FB3A1B4,263884,0,0,0.219,1.69269,0.71,1.35116,179.12118,1.291,-1,7,0.505,-24.838,0,0.482,175.015,0.137,1.17213,172.809,3,0.719,0,0
SOOMISZ12A58A7CAF1,ARMJMBJ1187B98C46F,98843,0,1,0.074,0.44815,0.685,0.12471,279.77098,0.084,0,1,0.463,-5.121,1,0.333,275.006,1,0.12471,186.006,4,0.769,0,0
SOPTOKV12AAF3B5233,ARPKATM1187B9B76E6,739881,0,0,0.017,1.23922,0.713,0.36163,179.17342,0.34,0.553778846,0,0.588,-4.011,1,0.663,170.98,0.728,0.14196,136.021,4,0.573,0,2009
SOKQFBG12AB0181409,ARYOPH81187B98AEED,620633,0,1,0.259,0.93848,0.966,0.44873,174.75873,0.15,0.74896057,1,0.403,-3.373,1,0.472,167.538,0.004,0.21778,156.924,4,0.722,0,2009
SOSIXKT12A8C13FC8C,ARLIIVS1187FB5583B,609374,0,2,0.144,0.81676,0.763,0.31628,161.51465,2.316,-1,8,0.001,-26.597,1,0.262,149.56,0.286,0.06915,120.003,3,0.812,0,0
SOWMWMK12A6BD4F3AC,AR0XJ291187FB45855,71767,0,0,0.709,0.17249,0.709,0.17249,226.32444,2.009,0,4,0,-9.053,0,0.254,216.474,0.783,0.17249,137.333,1,0,0,0
SOPLCEU12AB018795B,ARSS1OZ1187FB54440,662047,0,0,0.173,1.45876,0.239,0.67199,208.32608,0.35,0,5,0.1,-9.823,1,0.367,201.979,0,0.27702,83.057,4,0.642,0,0
SORYEAW12AB0184D51,ARBNYIE12802FDE477,803194,0,0,0.044,0.90605,1,0.4047,274.31138,0.374,-1,0,0.002,-10.66,1,0.237,271.581,0.842,0.4047,119.957,4,1,0,0
SOEZQXE12AF72ACC54,AR5DXUU1187B9B0E42,315993,0,4,0.089,2.16659,0.502,0.56832,271.09832,0,-1,8,0.102,-5.928,1,0.301,271.098,0.621,0.29662,112.352,5,0.786,0,1991
SOVCFPI12AAF3B2045,ARS54I31187FB46721,382330,0,1,0.031,0.51078,1,0.1549,245.78567,0.107,-1,4,0.365,-4.954,0,0.451,232.2,0.668,0.1549,167.97,4,0.623,0,2006
SOSKQWN12A58A7D155,ARZTSYB1187FB54987,15415,0,1,0.137,0.73077,0.902,0.27559,454.1122,0.438,-1,5,0.381,-23.44,0,0.518,403.737,0.487,0.27559,135.206,4,0.728,0,1978
SOFAECD12AC9097B7B,ARWVMJA1187B98AA6E,739356,0,0,0.08,0.77709,0.529,0.77709,185.44281,0.38,-1,10,0.109,-12.172,0,0.459,178.44,0.617,0.18376,47.682,4,1,0,0
SOUJALE12A8C130DF5,ARA1UU51187FB5A70B,140390,0,2,0.183,2.17155,0.556,0.3986,201.82159,0,0.627055811,5,0.559,-6.444,1,0.586,196.342,0.474,0.17918,135.801,7,0.818,0,0
SOPWDVC12AB0185A86,ARGAWJY11F50C50904,346899,0,0,0.469,1.03478,0.469,1.03478,345.0771,0.653,-1,0,0.02,-21.779,1,0.315,319.652,0.066,1.03478,19.657,1,0,0,0
SORXBMW12A6310E268,AR5KHL41187B9ADE2A,1789,0,0,0.02,1.15755,1,0.25004,191.92118,0.218,-1,10,0.124,-6.435,1,0.255,186.27,0.83,0.02775,132.082,4,0.694,0,0
SOLGWJT12A8C14181B,ARK8EHO1187B9B71D1,313492,0,2,0.324,0.02186,0.683,0.02186,292.28363,0.38,0.688895461,1,0.063,-11.197,1,0.281,289.164,0.142,0.02186,125.749,4,0.534,0,1992
SOMYIFM12AAF3B5E69,ARI6CSW1187B9AF09A,402946,0,1,0.848,1.41615,0.506,0.72088,238.13179,0.171,0.407233015,1,0,-1.714,1,0,228.293,0.142,0.20007,86.928,4,1,0,0
SOKUYDL12A8C13623E,ARS86AJ1187B9B4225,289953,0,2,0.856,3.21338,0.856,3.21338,183.14404,5.468,-1,7,0.938,-11.864,1,0.685,178.887,0.137,3.21338,137.368,1,0,0,1972
SOIAOMF12A8C134A44,AR051KA1187B98B2FF,288454,0,0,0.097,1.35576,0.438,0.05486,264.48934,0,-1,2,0.027,-9.224,1,0.461,252.36,1,0.05486,90.007,4,0.437,0,0
SOHHJYE12CF530E53A,ARDCFNZ1187FB3DDB0,130598,0,1,0.016,1.4327,1,0.38524,222.14485,0.357,-1,8,0.918,-5.01,1,0.683,214.518,1,0.1239,114.983,4,1,0,2007
SOMYNRK12AB018A4CD,ARXOKNT1187B9AA521,798276,0,0,0.016,0.10909,0.52,0.10909,601.99138,0,0,2,0.601,-11.335,1,0.421,598.32,0,0.10909,128.999,4,0.327,0,0
SONQTZF12AB0181781,ARUE3AK1187B9AC923,468483,0,1,0.843,0.29043,0.843,0.29043,256.9922,0.229,0.375984302,4,0.138,-17.289,0,0.173,249.388,0.295,0.29043,159.184,1,0,0,0
SOMUBQM12A8C13ABC0,ARKZXSQ1187B9AC9F3,343322,0,4,0.041,0.55106,0.427,0.10241,241.08363,0,0.466304831,5,0.316,-11.524,1,0.073,231.515,0.815,0.10241,133.331,4,0.278,0,0
SONUVBF12AB017CFDC,ARNZNFW122BCFCAB3B,449631,0,0,0.03,0.54858,0.967,0.54858,392.35873,0,-1,0,0.591,-11.32,1,0.426,383.739,1,0.30788,124.997,5,0.736,0,0
SOAYOFO12AF72A4B88,AR7C6G11187B9B4C1E,283324,0,1,0.018,0.7001,1,0.13706,211.56526,0.177,0.804749694,6,0.334,-1.81,0,0.357,211.565,1,0.13706,104.796,4,1,0,2001
SOSJENW12AB0185F30,AR9SYAF1187FB43BD5,558721,0,1,0.133,1.25574,0.597,0.2296,134.81751,0.078,-1,2,0.044,-16.831,1,0.351,130.084,0.406,0.2296,118.182,5,0.374,0,1999
SOIJTGT12AB017D995,AR8XG9J1187FB418C1,342182,0,0,0.034,2.89192,0.923,0.24823,164.70159,3.442,-1,9,0.07,-15.685,1,0.361,151.51,0.662,0.24823,71.171,4,0.59,0,0
SOCGBAY12AB017C78E,ARA8DDQ1187B9AE3A0,336779,0,1,0.05,0.88097,1,0.37882,226.55955,0.607,-1,0,0.785,-6.005,1,0.442,223.568,0.624,0.12774,119.977,4,1,0,0
SONSSFN12A58A7C412,ARSYKGV1187B9A49CD,7091,0,0,0.002,0.8545,0.596,0.26351,237.16526,0,-1,8,0.377,-5.643,1,0.335,237.165,0.051,0.26351,104.039,4,0.899,0,0
SOZIVOA12A6D4FA4BD,ARJWK3M1187B98D679,65516,0,0,0.136,2.15612,0.736,0.33956,337.13587,0.374,0,2,0.416,-16.311,1,0.693,311.989,0,0.33956,79.13,5,0.7,0,0
SOBFTEV12A8C13B4A4,AR16GSC1187B9A6291,166629,0,2,0.001,1.19515,0.215,0.54491,261.17179,0.183,0.567656587,5,0.449,-6.182,1,0.359,251.826,1,0.21922,92.186,4,0.468,0,2007
SOBNCWM12AC4689D40,ART9Z1P1187FB36C94,599591,0,0,0,0.03293,0,0.03293,168.88118,0.978,-1,0,0.622,-15.05,1,0.479,152.665,0.23,0.03293,199.894,1,0,0,0
SOTJXRK12AAF3B264E,ARXWBOL11E2835E5BB,787956,0,0,0.014,0.97479,0,0.052,434.15465,0,-1,7,0.144,-6.581,1,0.347,423.962,1,0.052,129.956,4,1,0,0
SORMZSD12A6D4F736A,ARVJVFF1187B9B40D6,22786,0,0,0.008,1.05298,0.736,0.76271,319.84281,0,-1,1,0.312,-10.176,1,0.445,312.616,0.82,0.61766,206.101,4,0,0,1992
SOKFBHX12A8AE466DB,ARSE5NP1187B9B98AB,135307,0,1,0.839,0.53725,0.713,0.04659,377.86077,0,0.244510702,8,0.383,-6.893,0,0.473,372.129,0.979,0.04659,121.957,4,1,0,0
SOLBAJZ12AB01840B0,ARW2IMH1187FB4791F,505052,0,0,0.686,1.01704,0.491,0.35493,1253.92934,0.38,-1,2,0.37,-11.973,0,0.42,1244.932,0,0.35493,74.183,4,0.83,0,0
SOYEKDZ12A58A7EA4F,ARB1LM61187FB4DDF4,331311,0,0,0.51,0.27373,0.51,0.27373,124.52526,0.57,0,0,0.796,-18.57,1,0.694,114.619,0.502,0.0897,163.942,1,0,0,1962
SOWJALY12A6D4F837F,ARJ9DSA1187B990E00,45175,0,2,0.016,1.164,0.428,0.5948,214.69995,0.262,-1,2,0.491,-8.441,0,0.603,207.935,0.847,0.3095,107.458,4,0.631,0,1966
SOOAHQO12A6D4FA507,ARSC6WR1187FB40B18,286343,0,2,0,0.25635,0,0.25635,185.0771,3.82,0.473346541,3,0.232,-11.824,1,0.483,183.037,0.035,0.05889,144.099,1,0.297,0,0
SOEXZJD12AB0182FC1,AR56UY11187FB46D49,356763,0,0,0.25,1.3532,0.438,0.57935,177.68444,0.517,-1,7,0.864,-16.554,1,0.913,170.672,1,0.19014,94.721,3,1,0,1997
SOVLSST12AB01838C2,ARW040W1187FB51082,623410,0,1,0.273,0.87023,0.582,0.51652,334.13179,0.218,-1,9,0.538,-7.75,1,0.399,331.778,0,0.33966,163.317,4,0.432,0,0
SOSVJKU12A8C142FFE,ARIOTFR1187B98F316,378580,0,0,0.492,0.4437,0.691,0.4437,252.94322,0.403,0,4,0.548,-7.699,0,0.443,239.909,0.602,0.06757,106.221,3,1,0,0
SOHLSKT12A6D4F71B4,AR7Y6JX1187FB4D9B3,21616,0,1,0.013,1.24242,0.817,0.31151,118.04689,0,0.576315292,11,0.571,-8.435,1,0.29,108.954,0.655,0.07591,135.415,4,0,0,1996
SOFTAZM12A8C141CD9,AR3KXHI1187FB3A8BF,315020,0,0,0.025,0.7417,0,0.18252,32.1824,2.357,0.518759898,7,0.431,-8.431,1,0.561,32.182,0.377,0.18252,107.201,4,0.686,0,0
SOQBIEB12AB0187D27,AREVQ7D1187FB4371B,666014,0,0,0.038,1.36596,0,0.37688,229.90322,0,0,2,0.836,-11.724,1,0.589,220.851,0,0.12961,121.437,4,1,0,0
SOFJBSA12A8C130F97,ARYN8YT1187FB38396,140672,0,0,0.018,1.63144,0.464,1.03144,228.30975,2.043,-1,10,0.605,-9.91,1,0.582,216.114,0.405,1.03144,102.534,4,1,0,0
SOAEWDR12A8C13D286,ARK0VFZ1187FB4309B,113179,0,0,0.011,0.32315,0.795,0.32315,232.09751,0.508,-1,2,0.387,-11.922,1,0.436,214.703,1,0.08505,127.686,4,0,0,0
SOROADL12A58A7C995,ARFK98R1187B9B0552,555131,0,0,0.027,1.19396,0.607,0.72374,190.04036,0,0.334706549,4,0.219,-10.368,1,0.487,179.09,0.659,0.48595,127.987,4,0.098,0,0
SOBDPQZ12AB0188E92,AR107SB1187B9A79F9,673306,0,0,0.043,1.34421,0.263,0.85301,186.64444,0,-1,11,0.792,-3.574,1,0.582,175.119,0.743,0.60925,122.968,4,0.814,0,0
SOFEXUF12AB01877C6,ARXRYQS11F4C846B96,353193,0,0,0.032,1.4875,1,0.37479,262.19057,0.345,-1,2,0.011,-8.988,1,0.304,257.353,0.944,0.09609,108.024,4,0.877,0,0
SOUWDRW12A6BD4F950,ARUCK7I1187B9B331D,71805,0,1,0.001,0.50037,0,0.50037,284.65587,0.967,0,6,0.057,-5.971,1,0.215,276.329,0.43,0.18017,93.022,4,1,0,0
SOKKIXX12AB01864E7,ARKC83D1187B9AB367,665930,0,0,0.581,0.11521,0.092,0.11521,553.27302,0,0,8,0,-15.37,0,0.325,551.143,0,0.11521,122.166,3,0.864,0,0
SODVRDV12A8C14005C,ARI4S0E1187B9B06C0,267732,0,1,0.982,0.40282,0.922,0.40282,241.99791,2.49,0,0,0.653,-15.757,1,0.687,231.648,0.065,0.40282,81.952,4,0.457,0,0
SOZONJS12A58A7920D,AR2D0XK1187B98EC4A,658011,0,1,0.059,0.94042,0.854,0.45756,144.48281,0.415,0,0,1,-11.101,1,0.636,141.827,0.801,0.21613,125.41,4,0.47,0,0
SOSXOTX12A8C13790F,AR0O3AV1187FB4D030,290582,0,1,0.031,0.9729,0.592,0.05787,98.2722,0,0.579038701,11,0.086,-5.197,1,0.372,98.272,0.663,0.05787,130.869,4,0.415,0,0
SOGAKLF12A67AD9390,ARW45YR1187FB3DE95,584842,0,0,0.004,0.21553,0.789,0.21553,90.46159,0.142,0,5,0.085,-11.372,1,0.469,85.862,0.968,0.21553,135.487,4,0.011,0,1994
SOJFDCP12AB0181DDD,ARFK98R1187B9B0552,555129,0,0,0.043,0.70834,0.701,0.26847,245.10649,0.229,0.445454526,2,0.238,-9.623,1,0.543,233.221,0.665,0.26847,131.04,4,0,0,1988
SONIMPI12AB0186C14,ARAG1DX1187B98BB10,769217,0,0,0.079,1.09072,0.838,0.34177,278.7522,0.479,0,7,0.918,-9.399,1,0.614,266.652,0.696,0.15569,160.976,4,0,0,0
SOTZGHE12A58A75DC4,AR9Q3LP1187FB3D647,238004,0,0,0.81,0.19806,0.81,0.19806,180.32281,0,0.447784051,2,0.478,-5.958,1,0.493,176.57,0.365,0.19806,100.917,1,0,0,2001
SOCXKCF12AF729F898,ARDGPFY1187B9A371B,46449,0,0,0.578,1.22085,0.674,0.31823,282.61832,0.171,-1,7,0.757,-3.834,0,0.639,269.108,1,0.31823,69.737,4,0,0,2001
SOBXDBA12AB0187E5C,ARS1OWB1187B99EEAD,702585,0,1,0.116,0.63503,0.436,0.12005,186.09587,0,0,10,0.203,-12.668,0,0.285,183.751,0.727,0.12005,122.03,4,0.073,0,0
SOXIZCU12A8C1440A1,ARJGIOD1187B9AE920,524674,0,1,0.005,2.97922,1,1.61427,368.92689,2.072,-1,5,0.236,-7.562,0,0.376,359.625,0.661,1.38668,131.991,5,0.496,0,2007
SOBSNOJ12A58A79522,ARCIXWX1187FB4F1DF,720441,0,0,0.002,0.37559,0.315,0.0591,210.25914,0,0,7,0.695,-6.027,1,0.381,205.299,0.598,0.0591,190.14,4,0.783,0,0
SOKQAEZ12A8C133D8F,ARRHLSD11F4C845076,246262,0,0,0.62,0.44924,0.62,0.44924,232.85506,0.067,-1,2,0.632,-12.004,1,0.406,226.505,0.635,0.12509,103.064,1,0,0,0
SOGLEIQ12A6D4F856D,ARPGQ9A1187FB4D0AD,33356,0,1,0,0.38535,0.594,0.02863,157.09995,0.322,-1,11,0.978,-15.717,1,0.762,150.036,0.406,0.02863,176.761,4,0.535,0,0
SOYRIEN12AB0184D7B,ARGSJW91187B9B1D6B,539081,0,0,0.061,0.62949,0.408,0.27602,224.80934,0,-1,6,0.772,-10.824,0,0.649,212.526,0.562,0.09446,169.991,4,0.231,0,0
SOPOJVI12A58A7E706,ARXWAQQ1187B9AE954,8566,0,1,0.978,1.66906,0.346,0.34555,185.83465,0,0.671040568,0,0.125,-7.184,1,0.52,185.835,0.557,0.34555,94.146,4,0.298,0,1992
SOJMOQU12AC468B167,ARDY3451187B9A0226,788125,0,0,0.941,0.17448,0.941,0.17448,128.67873,0.31,0.518759898,3,0.49,-8.46,1,0.573,122.189,0.394,0.17448,134.931,1,0.261,0,0
SOOYRFK12A6D4FB5CA,ARD4KNM1187FB3626A,228539,0,1,0.046,0.85632,0.627,0.85632,551.54893,0,0.38293509,5,0.503,-11.582,1,0.42,542.314,0.152,0.41375,93.328,4,0.311,0,2007
SOFVVWJ12AB0183B6A,ARMQUTT12086C12BF5,556611,0,0,0.288,1.97579,0.216,1.13372,269.73995,2.38,-1,2,0.446,-6.719,1,0.838,239.618,0.216,0.58222,71.156,4,0.246,0,2007
SOEHUNR12AB017C920,ARKXLIJ1187B9A4C54,493219,0,0,0.251,7.94198,0.694,0.11906,220.15955,2.392,-1,7,0.314,-14.837,0,0.324,211.586,0.097,0.11906,55.233,4,1,0,1953
SOQTJWB12A670218FD,ARJDWEA1187B9B676F,12546,0,0,0.383,0.67778,0.596,0.67778,72.33261,0,-1,10,0.492,-12.043,1,0.308,72.333,0.501,0.45028,133.721,3,0.956,0,1961
SOSZHRE12AB018BB5F,AR6U4801187B9A8C45,765824,0,0,0.266,0.90981,1,0.28628,243.48689,0.224,0,9,0.681,-5.58,1,0.549,238.068,0.571,0.12903,96.136,3,0.556,0,2000
SOJHMFW12B0B80B79B,ARLHO5Z1187FB4C861,23876,0,2,0.098,0.79998,1,0.20849,247.7971,0.157,-1,9,0,-15.059,1,0.165,247.797,0.861,0.05969,100.788,4,0.899,0,1989
SOEVIQU12A8C134A62,ARXZAV31187FB3CE61,152395,0,1,0.525,1.53992,0.06,1.53992,377.10322,2.415,-1,10,0.202,-29.793,1,0.269,338.5,0.06,1.53992,118.712,3,0.641,0,0
SOTBQVH12A58A7B6C7,ARMIMHT1187B98F038,282364,0,1,0.026,0.54642,0,0.54642,345.67791,3.582,0.266955186,6,0.481,-12.23,0,0.471,338.274,0.104,0.11382,99.978,3,0.978,0,1984
SOLBDUG12AB0183A49,ARMW52H1187B98C835,488730,0,0,0.058,1.65523,0.951,0.50706,208.37832,0.164,-1,2,0.033,-10.466,1,0.485,200.94,1,0.21972,104.72,4,0.859,0,0
SOIUEQG12A8C134F30,AR8IEZO1187B99055E,188216,0,1,0.018,1.01265,0.994,0.15349,154.122,2.043,-1,2,0.496,-17.548,1,0.358,145.032,0,0.15349,131.615,4,0.469,0,1999
SOJXOVT12AB018581C,AR7SF1N1187B9A91D1,557587,0,0,0.277,1.00649,0.758,0.04952,239.20281,0.496,0.255496779,7,0,-8.139,1,0.108,228.728,0.787,0.04952,126.533,4,0.733,0,0
SOLBPPU12AB0187DD7,ARKJWYK1269FCD1A1C,674944,0,0,0.241,0.33482,0.657,0.04775,269.68771,0,0,11,0.561,-9.255,1,0.687,263.541,0.657,0.04775,211.059,4,0.658,0,0
SOONKTB12AC3DFA982,AR8I87E1187FB57E2E,603302,0,0,0.768,0.5189,0.768,0.5189,174.602,0.264,-1,7,0.65,-4.101,1,0.262,158.772,1,0.33436,164.647,1,0,0,0
SOAUXQN12AB018D2F6,AR035N21187FB3938E,725628,0,2,0.007,1.12184,1,0.2382,506.27873,0.206,0.43483809,6,0.138,-11.59,0,0.222,491.119,0.867,0.2382,136.003,4,0.152,0,2000
SOVJSUC12A8C13B2DF,ARDY3451187B9A0226,295598,0,0,0.198,0.56677,0.727,0.56677,153.49506,0.328,0.542898743,0,0.613,-10.487,1,0.695,148.236,0.051,0.27661,98.663,3,1,0,1988
SOMOSOM12A8C13D618,AR040M31187B98CA41,266849,0,1,0.08,1.0506,0.461,0.21253,309.28934,0.177,0.553166754,8,0,-9.376,1,0.232,303.601,0.807,0.21253,143.812,4,1,0,2008
SOAIPGL12AB01837A3,ARID1TK1187FB4CFB8,357852,0,0,0.408,1.02088,0.921,0.24479,138.97098,0.537,0.447135796,2,0.716,-14.927,1,0.585,127.721,0.709,0.24479,76.455,4,0.802,0,2008
SOVDYER12A6D4F7E1B,ARBEOHF1187B9B044D,79577,0,3,0.397,0.505,1,0.03594,320.1824,2.781,0.460541281,7,0.604,-7.288,1,0.568,313.017,0.742,0.03594,130.003,4,0,0,2006
SOCRVUE12A8C13F949,ARIRD6J1187FB5A98C,248195,0,0,0.068,1.0258,0,0.27101,223.21587,1.373,-1,7,0.284,-12.914,1,0.12,216.776,0.368,0.08751,159.715,4,0.88,0,0
SOXURBQ12A6D4FBB27,AR10USD1187B99F3F1,128135,0,0,0.76,0.90645,0.543,0.45638,256.46975,0,0.360370583,7,0.775,-3.573,1,0.498,251.669,0.361,0.15506,132.962,4,0,0,2006
SOJEYRE12A6D4F7610,ARUTP601187FB388AC,78514,0,0,0.206,0.43872,0.206,0.43872,282.43546,0,0.531722098,7,0.729,-8.2,1,0.592,278.895,0.306,0.28501,129.903,1,0,0,0
SOOQIWV12AB018B96D,AR18B3W1187B9A5AAA,804467,0,0,0.669,0.26007,0.669,0.26007,156.52526,0.52,0.46627089,5,0.475,-14.29,0,0.406,149.571,0.897,0.26007,128.304,1,0,0,2003
SOYWSDZ12AB01812FE,AR8BMEQ1187B9B4214,639881,0,0,0.035,0.86402,1,0.36038,122.40934,0.073,-1,6,0.361,-5.94,1,0.477,118.892,1,0.10856,119.984,3,1,0,0
SOELLGL12A8C13691C,ARDE7I31187FB43352,195499,0,0,0.319,0.36156,0.744,0.36156,424.51546,0.16,0.445454526,9,0.332,-12.205,1,0.305,410.633,0.665,0.19123,187.406,4,0.141,0,2008
SOUHLWG12AB0184414,ARJQSSS1187B99A513,368010,0,0,0.157,1.54139,0,0.11918,282.33098,1.088,0,8,0.622,-10.713,0,0.519,274.866,0.108,0.11918,85.962,5,1,0,1989
SOEKYVZ12AB018741A,ARWLV931187B9B0F5A,709418,0,0,0.382,0.96536,0.143,0.24646,143.882,0,0.709237886,7,0.08,-5.983,1,0.354,134.995,0.361,0.24646,166.03,4,0,0,2002
SOFUCJI12A8C142A03,AR51YM81187B9B536C,239836,0,0,0.212,0.55789,0.93,0.26477,221.64853,0.104,-1,7,0.415,-6.693,1,0.227,213.693,0.816,0.11894,206.637,4,0,0,0
SOVEHDZ12AB017E78F,ARAI3SX1187B9A3A9A,391315,0,0,0.009,0.40756,0.746,0.40756,91.01016,0,-1,6,0.675,-2.874,0,0.557,91.01,0.624,0.16731,127.171,4,1,0,0
SOAFJWE12AB01837B3,ARC6J781187B98F02B,452608,0,0,0.084,0.38684,0.125,0.38684,325.66812,0,-1,11,0.496,-12.861,0,0.322,318.375,0.245,0.21469,176.18,4,0,0,1983
SOTXYXO12AB018B008,AR6892W1187B9AC71B,726498,0,3,0.012,1.48169,0.652,0.47623,221.6224,0,-1,7,0.422,-5.176,0,0.485,209.548,0.234,0.22866,118.956,4,0.047,0,2009
SOHBSTB12A6D4FAE27,ARI3BMM1187FB4255E,239740,0,0,0.285,0.4592,0.779,0.4592,305.73669,0.206,0,0,1,-12.28,0,0.985,295.108,0.263,0.11146,83.456,3,0.376,0,0
SOFPTCN12A8C13BD3C,AR2S6UD1187B9B944F,157094,0,1,0.242,0.88583,0.685,0.39661,266.762,0.237,0.266955186,2,0.972,-10.423,1,0.851,258.514,0.124,0.14764,120.023,3,0.776,0,2002
SOXXSLE12AB0184F1B,ARJPADO1187B9897CE,626950,0,0,0.425,1.31316,0,0.65875,287.00689,2.844,0.266955186,6,0.313,-8.717,0,0.096,284.915,0.262,0.22728,90.167,3,1,0,2005
SOOCYRU12A8C132403,ARNJVSL1187B99AFD4,144074,0,1,0.019,1.52095,0.975,0.43824,335.17669,2.728,0.667506139,11,0.029,-9.322,1,0.293,329.63,0.246,0.17499,111.016,4,0.748,0,2001
SOESQNH12A58A79AC3,ARD3LXU1187B9ABFC5,800,0,4,0.027,0.64694,0.752,0.26199,194.58567,0.218,0.798113657,2,0.065,-6.758,1,0.375,194.586,0.675,0.07286,144.573,4,0,0,1977
SOLPNHG12A8AE47934,ARSE5NP1187B9B98AB,138239,0,1,0.166,0.79015,0.281,0.27924,368.03873,0,0.460541281,1,0.847,-6.828,0,0.728,368.039,0.791,0.02686,120.389,4,0.62,0,1997
